ç·¨è?,ç­”æ?,é¡žè?é¡Œç›®
0336,"?? Question 36
?? °Ñ¦Òµª®×
A

?? ¸Ô²Ó¸ÑÄÀ
·í¤H¼ÉÅS©ó 15¢XC ªºÀô¹Ò¤U¡AÅé¼ö¤£Â_´²¥¢¡A¬°ºû«ùÅé·Å¡A¥NÁÂ²v¥²¶·¤W¤É¥H²£¥Í§ó¦h¼ö¯à¡C
When exposed to 15¢XC, heat is lost continuously; thus, the metabolic rate increases to generate extra heat and maintain body temperature.

³o¬O¤@ºØµu´Á¤ÏÀ³¡A¸g¥Ñ¯«¸g¨t²Î§Ö³t½Õ¸`¡AÄÝ©ó§Y®É¥Í²z¤ÏÀ³¡C
This is a short-term, nerve-controlled physiological response.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

B¡]¥Ö¤U¯×ªÕÅÜ«p¡^¡GÄÝªø´Á¾AÀ³¡A»Ý¼Æ¶g¦Ü¼Æ¤ë§Î¦¨¡A«D30¤ÀÄÁ¤º¥iµo¥Í¡C
The growth of subcutaneous fat is a long-term adaptation, not achievable in 30 minutes.
C¡]§¿²GÅÜ¿@¡^¡Gµu®É¶¡¤º¥D­n¤ÏÀ³¶°¤¤©ó¥NÁÂ»P¦å¬y½Õ¸`¡A«DµÇÅ¦º¯³z§@¥Î¡C
Urine concentration changes are secondary, not the primary immediate response.
D¡]¥Ö¯×¸¢¬¡ÅD¡^¡G¥Ö¯×¸¢¤Àªc»P¥~·ÅµL¤Ó¤jÃö«Y¡A¥D­nºû«ù¥Ö½§¬X³n¡B¨¾µß¡C
Sebaceous glands function independently of ambient temperature, serving mainly lubrication.
?? ¦Ò¸Õ´£¿ô
? Åé·Å½Õ¸`¨³³t§¹¦¨¡AÄÝ©ó¦Û¥D¯«¸g±±¨î¤ÏÀ³¡C
Body temperature regulation is an autonomic nervous response.
?? ´H§N ¡÷ ¥NÁÂ¥[§Ö¡B¦åºÞ¦¬ÁY¡Fª¢¼ö ¡÷ ¥X¦½¡B¦åºÞÂX±i¡C
Cold ¡÷ higher metabolism & vasoconstriction; Hot ¡÷ sweating & vasodilation.",
0337,"?? Question 37
?? °Ñ¦Òµª®×
A

?? ¸Ô²Ó¸ÑÄÀ
¦b¦aÂI 1¡]µÇ¤p²y¡^¡A¤J²y¤p°Ê¯ß¤ñ¥X²y¤p°Ê¯ß²Ê¡A§Î¦¨°ª¦åÀ£Àô¹Ò¡A«P¶i¦å²G¤¤¤ô»P·»½è³Q¹LÂo¶i¤JµÇ¤pÅn¡C
At site 1 (glomerulus), the afferent arteriole is wider than the efferent one, creating high hydrostatic pressure that drives filtration of water and solutes into Bowman¡¦s capsule.

¦b¦aÂI 2¡]ªñ¦±¤pºÞ¡^¡A¸²µå¿}¥ÑÂo²G¸g¥D°Ê¹B¿é³Q¦A§l¦¬¶i¤ò²Ó¦åºÞ¡C
At site 2 (proximal tubule), glucose is reabsorbed into the capillaries by active transport against the concentration gradient.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

B¡]ÂX´²§@¥Î¡^¡G¸²µå¿}»Ý³J¥Õ¸üÅé»P¯à¶qÀ°§U¡A«D³Q°ÊÂX´²¡C
Glucose reabsorption requires carrier proteins and ATP, not passive diffusion.
C¡]º¯³z§@¥Î¡^¡Gº¯³z¶È¾A¥Î©ó¤ô¤À²¾°Ê¡A¦Ó«D¸²µå¿}¡C
Osmosis applies to water movement only, not solute transport.
D¡]ÂX´²¡ÏÂX´²¡^¡GµÇ¹LÂo»P¦A§l¦¬¬Ò¬°¥D°Ê¹Lµ{¡A«DÂù­«ÂX´²¡C
Both processes involve filtration and active transport, not passive diffusion.
?? ¦Ò¸Õ´£¿ô
?? µÇ¤p²y¹LÂo¡G°ªÀ£­¢¨Ï¤p¤À¤l¡]¸²µå¿}¡B§¿¯À¡B¤ô¡^¶iµÇ¤pÅn¡C
Glomerular filtration forces small solutes (glucose, water, urea) into Bowman¡¦s capsule.
? ¦A§l¦¬¡G¸²µå¿}¡B®ò°ò»Ä¥H¥D°Ê¹B¿éªð¦^¦å²G¡C
Reabsorption of glucose and amino acids occurs by active transport back into blood.
",
0338,"?? Question 38
?? °Ñ¦Òµª®×
D

?? ¸Ô²Ó¸ÑÄÀ
µÇÅ¦±±¨î¦å²G¤¤¤ô¤À»PÄqª«½è§t¶q¥Hºû«ùÅé¤º¥­¿Å¡]homeostasis¡^¡C
The kidneys maintain homeostasis by regulating water and mineral composition of blood.

(1) ¬ù50%ªº§¿¯À³Q­«·s§l¦¬¡AµLªk§¹¥þ¹LÂo±Æ¥X¡C
(1) About half of the urea in glomerular filtrate is reabsorbed into the bloodstream.

(2) ¥¿±`±¡ªp¤U¡A¨x»P¯Ø®q¯Àºû«ù¦å¿}Ã­©w¡AµÇÀR¯ß¸²µå¿}§t¶q²¤§C©óµÇ°Ê¯ß¡Aªí¥ÜµÇ²Ó­M§l¦¬¤F¤@³¡¤À¸²µå¿}¨Ñ¥NÁÂ¡C
(2) In normal people, liver and insulin maintain stable blood glucose; glucose in the renal vein is slightly lower than in the renal artery due to cellular uptake.

(3) ¬ù99.3%ªºÄqª«ÆQ³Q¦A§l¦¬¡A¥Hºû«ùº¯³z¥­¿Å»P¦å²G¹q¸Ñ½è¿@«×¡C
(3) Around 99.3% of mineral salts are reabsorbed to maintain osmotic and ionic balance.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A/B/C¡G³o¨Ç¿ï¶µ¶È¥]§t³¡¤À¥¿½T¦]¯À¡A¦ýµÇÅ¦½Õ¸`¬Oºî¦X¹Lµ{¡A¤TªÌ¬Ò¦P®É¶i¦æ¡C
The kidney simultaneously reabsorbs urea, glucose, and mineral salts ¡X excluding any misses the full mechanism.
?? ¦Ò¸Õ´£¿ô
?? µÇÅ¦¥|¤j¥\¯à¡G¹LÂo¡B¦A§l¦¬¡B¤Àªc¡B±Æªn¡C
Kidneys perform filtration, reabsorption, secretion, and excretion.
? ¦A§l¦¬¬°¿ï¾Ü©Ê¹Lµ{¡A«O¯dÀç¾i¨Ãºû«ù¦å²G«í©w©Ê¡C
Reabsorption is selective, conserving nutrients while keeping blood composition stable.
",
0339,"?? Question 39
?? °Ñ¦Òµª®×
C

?? ¸Ô²Ó¸ÑÄÀ
¦b¼@¯P¹B°Ê¡]¦pÄx²y¤ñÁÉ¡^¤¤¡A¨­Åé¬°±Æ´²¼ö¶q¦Ó¤j¶q¥X¦½¡A¾É­P¤ô¤À¬y¥¢¡C
During vigorous activities such as basketball, intense sweating occurs to remove excess body heat via evaporation.

¬°ºûÅ@¤ô¤À¥­¿Å¡AµÇÅ¦·|¼W¥[¤ô¥÷¦A§l¦¬¡A¨Ï§¿²GÅé¿n´î¤Ö¡C
The kidneys increase water reabsorption to conserve water, producing smaller volumes of concentrated urine.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A / B¡]§¿²G¼W¦h¡^¡G»P¥Í²z²{¶H¬Û¤Ï¡F¬y¦½¦h ¡÷ µÇÅ¦«O¤ô ¡÷ §¿²G´î¤Ö¡C
Sweating causes water loss, prompting kidneys to concentrate urine, not to produce more.
D¡]¦A§l¦¬´î¤Ö¡^¡G«ê»P¹ê»Ú½Õ¸`¾÷¨î¬Û¤Ï¡C
Lower reabsorption would worsen dehydration, contradicting homeostatic response.
?? ¦Ò¸Õ´£¿ô
?? ¹B°Ê®É¡G¥¢¤ô¡ô ¡÷ §Ü§Q§¿¿E¯À(ADH)¤Àªc¡ô ¡÷ ¤ô¦A§l¦¬¡ô ¡÷ §¿¶q¡õ¡C
During exercise: Water loss ¡ô ¡÷ ADH ¡ô ¡÷ Reabsorption ¡ô ¡÷ Urine volume ¡õ.
? §¿²G¿@«×»P¤ô¤À¥­¿Å¦¨¤Ï¤ñ¡A¬OADH½Õ¸`ªº­«­n«ü¼Ð¡C
Urine concentration is inversely related to water balance ¡X a key role of ADH regulation.",
0340,"??²Ä40ÃD
?? °Ñ¦Òµª®×¡GC
?? ¸Ô²Ó¸ÑÄÀ¡G
¼ö±a«BªLªº¯}Ãa·|¾É­P´Óª«ªº¼Æ¶q´î¤Ö¡A¨Ï±o¥ú¦X§@¥Î§l¦¬¤G®ñ¤ÆºÒªº³t²v¤U­°¡A³y¦¨¤j®ð¤¤¤G®ñ¤ÆºÒ¿@«×¤W¤É¡C
The destruction of tropical rainforests reduces the number of plants available for photosynthesis, leading to less carbon dioxide being removed from the atmosphere.

¿ï¶µA¿ù¦b©ó³¥¥Í°Êª«ªº·Àµ´¨Ã¤£ª½±µ¼vÅT¤j®ð¤¤¤G®ñ¤ÆºÒªº§t¶q¡C
Option?A?is incorrect because extinction of wild animals has little effect on atmospheric CO? concentration.

¿ï¶µB¯A¤Î¯ä®ñ¼hªº¯}Ãa¡A»P·Å«Ç®ðÅé¼W¥[¨S¦³ª½±µÃöÁp¡C
Option?B?is irrelevant ¡X ozone depletion deals with UV radiation, not CO? levels.

¿ï¶µDªº¡u¥þ²y®ð·Å¼W¥[¡v¬O¤G®ñ¤ÆºÒ¿@«×¤W¤É«áªºµ²ªG¡A¦Ó«D­ì¦]¡C
Option?D?is the result of increased CO?, not the cause.

?? ¦Ò¸Õ´£¿ô¡G
¡u«BªL´î¤Ö¡B¥ú¦X§@¥Î¤U­°¡÷CO?¼W¥[¡C¡v
Fewer forests?=?less?photosynthesis?=?higher?CO??levels.",
0341,"??²Ä41ÃD
?? °Ñ¦Òµª®×¡GD
?? ¸Ô²Ó¸ÑÄÀ¡G
¦b®L©u¡A·Å«×¸û°ª¨Ï´Óª«¥ú¦X§@¥Î³t²v´£°ª¡A§l¦¬§ó¦h¤G®ñ¤ÆºÒ¡A¦]¦¹¤j®ð¤¤CO?¿@«×¸û§C¡C
In summer, higher temperatures accelerate photosynthesis, allowing plants to absorb more CO?, lowering atmospheric levels.

¿ï¶µA¤õ¤s¬¡°Ê¬°¦ÛµMµu´Á¨Æ¥ó¡A¤£·|¸ò©u¸`¦³Ãö¡C
Option?A?(volcanic activity)?is unrelated to seasonal variation.

¿ï¶µBªº­°«B¶q¼vÅT·L¤p¡A«B¥i·»¸ÑCO?¦ý«D¥D­n¦]¯À¡C
Option?B?(rainfall dissolving CO?)?has a minimal effect on global concentration.

¿ï¶µC¿ù¦b·Å«×°ª®É°Êª«©I§lÄÀ©ñCO?§ó¦h¡AÀ³¨Ï¿@«×¤W¤É¡A¦Ó«D­°§C¡C
Option?C?is incorrect ¡X higher metabolism increases, not decreases, CO?.

?? ¦Ò¸Õ´£¿ô¡G
¡u®L¤Ñ¥ú¦X§@¥Î±j¡÷CO?§C¡F¥V¤Ñ¥ú¦X§@¥Î®z¡÷CO?°ª¡C¡v
Summer?=?more CO? uptake,?winter?=?less uptake.",
0342,"??²Ä42ÃD
?? °Ñ¦Òµª®×¡GA
?? ¸Ô²Ó¸ÑÄÀ¡G
¦P§ZÂù­M­L¥Ñ¦P¤@¨üºë§Z¤Àµõ¦Ó¦¨¡A°ò¦]«¬§¹¥þ¬Û¦P¡C
Identical twins come from the division of one fertilized egg, sharing identical genotypes.

­Y¥Ñ¨â­Ó§Z¤l¦U¦Û¨üºë¡A«h¬°²§§ZÂù­M­L¡A°ò¦]¤£¦P¡C
Dizygotic twins come from two separate eggs fertilized by different sperms, thus genetically distinct.

?? ¦Ò¸Õ´£¿ô¡G
¡u¦P§Z¡×¤@§Z¨âºë¡F²§§Z¡×¨â§Z¨âºë¡C¡v
Identical?=?one egg,?Fraternal?=?two eggs.
",
0343,"??²Ä43ÃD
?? °Ñ¦Òµª®×¡GC
?? ¸Ô²Ó¸ÑÄÀ¡G
¥¤ªº¤Ú¤ó®ø¬r¥u¯à±þ¦º³¡¤À²Óµß»PÌU¤l¡A¥¼¯à§¹¥þ·Àµß¡A³Ñ¾l·L¥Íª«¥i¦b«Ç·Å¤U¨³³tÁc´Þ¡C
Pasteurization kills most but not all bacteria in milk; surviving microbes can regrow quickly at room temperature.

¿ï¶µA¤¤ÆQº{¨¾»G§Q¥Îº¯³z§@¥Î©â°®²Óµß¤ô¤À¡A¦ýÃD°Ýªº¬O¥[¼ö¬ÛÃö«O¦s¡F¿ï¶µB°®Àê­¹«~¤¤¯Ê¥F¤ô¥ç¥i§í¨î·L¥Íª«¦ý»PÃDµLÃö¡F¿ï¶µD§CpHÁö§í¨îµß¥Íªø¦ý«D¦¹ÃDµJÂI¡C
Options?A,?B,?and?D?refer to other preservation methods, not heating.

?? ¦Ò¸Õ´£¿ô¡G
¡u¤Ú¤óªk¡G´îµß«D·Àµß¡A¥¤«~»Ý§NÂÃ¡C¡v
Pasteurization?=?reduces microbes,?not?sterilization.",
0344,"??²Ä44ÃD
?? °Ñ¦Òµª®×¡GD
?? ¸Ô²Ó¸ÑÄÀ¡G
Pµ²ºc¡]ÄáÅ@¸¢¡^¤ÎR¡]¸A¤Y¡^©ó«C¬K´Á°_¨ü©Ê¸¢¿E¯À±±¨î¶}©l¥\¯à¤Æ¡A¤§«á¸A¤Y·|«ùÄò²£¥Íºë¤lª½¦Ü°ªÄÖ¡C
Structures?P?(prostate gland)?and?R?(testis)?become functional at puberty under hormonal control, and?R?continues producing sperms throughout life.

¿ï¶µA¿ù¦b¡u±ß®É¡v¡F¨àµ£´Á©|¥¼¤Àªcºë²G¡C
Option?A?is incorrect ¡X spermatogenesis begins only after puberty.

¿ï¶µB¿ù»~¦aºÙR©ó«C¬K´Á¤~¤Àªc¶¯©Ê¿E¯À¡A¹ê»Ú¬O¦b«C¬K´Á«e§Y¨ü¤U¥C¸£½Õ¸`¡C
Option?B?misstates endocrine timing ¡X hormonal secretion starts under hypothalamic control at puberty, not only after.

¿ï¶µC¤£¹ï¡A¦]¬°ºë¤l²£¥Í¬O«ùÄò¹Lµ{¦Ó«D¤@¦¸¡C
Option?C?is wrong since sperm production is continuous, not one-time.

?? ¦Ò¸Õ´£¿ô¡G
¡u«C¬K´Á°_¸A¤Y¤£°±»sºë¡F²×¨­¥Í´Þ¥\¯à¡C¡v
After?puberty?=?continuous sperm production?until old age.",
0345,"??²Ä45ÃD
?? °Ñ¦Òµª®×¡GD
?? ¸Ô²Ó¸ÑÄÀ¡G
Qµ²ºc¬O¿éºëºÞ¡Aµ²²Ï·|ªýÂ_¿é¥XºÞ¹D¡A¨Ïºë¤lµLªk±Æ¥XÅé¥~¡A¦ý¨Ã¤£¼vÅT¸A¤YRªº¥Íºë¥\¯à¡C
Q?(structure)?is the vas?deferens; after vasectomy, sperm cannot leave the body but production in?R?(testis)?continues.

¿ï¶µA»P¨Å¸¢µLÃö¡F
Option?A?(breast enlargement)?is irrelevant.

¿ï¶µB¿ù¦b»~¥H¬°µ²²Ï¼vÅT¸A¤Y¥\¯à¡F
Option?B?is wrong because vasectomy does not affect testes.

¿ï¶µC»~»¡ºë²GµLªk¤Àªc¡A¹ê»Ú¤´¦³«e¦C¸¢»PºëÅn¤Àªc¡A¥u¬OµLºë¤l¡C
Option?C?is incorrect ¡X seminal fluid is still produced but lacks sperm.

?? ¦Ò¸Õ´£¿ô¡G
¡uµ²²Ï¡×¿éºëºÞªýÂ_¡Fºë²G¤´¦³¡Aºë¤lµLªk±Æ¥X¡C¡v
Vasectomy?=?no sperm in semen,?not?no semen.",
0346,"??²Ä46ÃD
?? °Ñ¦Òµª®×¡GA
?? ¸Ô²Ó¸ÑÄÀ¡G
¹A·~¬¡°Ê¹ï¤gÄ[·Å«×¼vÅT¤£¤j¡A®ð­ÔÅÜ¤Æ¤~¬O¨M©w©Ê¦]¯À¡C
Agricultural activities do not directly influence soil temperature; it depends mainly on climate.

¿ï¶µB¥¿½T«ü¥X®`ÂÎÁc´Þ¦ý»P¡u·Å«×¡vµLÃö¡F
Option?B?is irrelevant¡Xit concerns pest spread, not soil temperature.

¿ï¶µC¡BD´£¨ì´ËªL¬å¥ï»P«I»k¡AÄÝ¶¡±µÀô¹Ò¼vÅT«D·Å«×§ïÅÜ¡C
Options?C?and?D?relate to erosion and habitat loss, not thermal effect.

?? ¦Ò¸Õ´£¿ô¡G
¡u·Å«×¥Ñ®ð­Ô¨M¡A¹A·~µLÅãµÛ¼vÅT¡C¡v
Soil temperature?depends on?climate,?not?farming.",
0347,"??²Ä47ÃD
?? °Ñ¦Òµª®×¡GB
?? ¸Ô²Ó¸ÑÄÀ¡G
µ²ºc3¬O¥ß¤ò¦Ù¡AÄÝ©ó¤@ºØ¥­·Æ¦Ù¡A¯à¦¬ÁY¨Ï¤ò¾v½Ý¥ß¡C
Structure 3 is the erector pili muscle, a smooth muscle capable of contracting to raise the hair.

·í¨­Åé¨ü§N©Î±¡ºüºò±i®É¡A³o¨Ç¦Ù¦×·|¦¬ÁY¡A¨Ï¤ò¾v½Ý°_¨Ã§Î¦¨¡uÂû¥Öª¸½D¡v¡A¥H´î¤Ö¼ö¶q´²¥¢¡C
When the body is cold or under emotional stress, these muscles contract, causing hair to stand and form ¡§goosebumps,¡¨ reducing heat loss.

¿ï¶µ1¡B4¡B5§¡µL¦¬ÁY¥\¯à¡G

1¬Oªí¥Ö¡A¥D­n´£¨Ñ«OÅ@¥\¯à¡F
4¬O¥Ö¤U¯×ªÕ¡A¥Î§@¯à¶qÀx¦s»P½w½Ä¡F
5¬O¥Ö½§¥~¼h¨¤½è²Ó­M¡A¤w¦º¤`¡AµL¦¬ÁY¯à¤O¡C
Options 1, 4, and 5 have no contractile function:
1 is the epidermis for protection,
4 stores fat for cushioning, and
5 consists of dead keratinized cells incapable of contraction.
?? ¦Ò¸Õ´£¿ô¡G
¡u¥ß¤ò¡×¥­·Æ¦Ù¦¬ÁY¡A«D¨¤½è©Î¯×ªÕ¡C¡v
Hair erection is caused by erector muscle contraction, not keratin cells or fat tissue.
",
0348,"??²Ä48ÃD
?? °Ñ¦Òµª®×¡GA
?? ¸Ô²Ó¸ÑÄÀ¡G
µ²ºc2¬O¥Ö½§ªº¨¤½è¼h¡A¥Ñ¦º¤`ªº¨¤¤Æ²Ó­Mºc¦¨¡A¨Ã§t¦³¨¤³J¥Õ¡C
Structure 2 is the cornified layer of the skin, composed of dead keratinized cells containing keratin protein.

¦¹¼h»P¥Ö¯×¸¢¤Àªcª«§Î¦¨¨¾¤ô«Ì»Ù¡A¥i¨¾¤î¤ô¤À»]´²¨Ãªý¾×²Óµß¤J«I¡C
This layer, together with sebaceous gland secretions, forms a waterproof barrier preventing water loss and bacterial invasion.

ÄY­«¿N¶Ë¯}Ãa¤Fµ²ºc2¡A¨Ï»]µo¥[§Ö¨Ã¥¢¥h¨¾Å@¡A¦]¦¹·|³y¦¨
(1) ¤ô¤À¹L«×»]µo »P
(2) ²Óµß·P¬V¡C
Severe burns destroy structure 2, causing
(1) excessive water evaporation and
(2) bacterial infection.

¿ï¶µ(3)¬y¦å¬O¤£¥¿½Tªº¡A¦]¬°¨¤½è¼h¤¤¨S¦³¦åºÞ¡C
Statement (3) ¡§bleeding¡¨ is wrong because the cornified layer contains no blood capillaries.

?? ¦Ò¸Õ´£¿ô¡G
¡u¨¤½è¼h¡×¨¾¤ô¡Ï¨¾µß¼h¡FµL¦åºÞ¡A¤£¬y¦å¡C¡v
Cornified layer = waterproof and microbial barrier, no blood so no bleeding.",
0349,"??²Ä49ÃD
?? °Ñ¦Òµª®×¡GD
?? ¸Ô²Ó¸ÑÄÀ¡G
·í¥Ö½§¨ü·l®É¡Aªí¥Ö¤U¤èªº²Ó­M·|¶i¦æ¬¡ÅD¤Àµõ¡A²£¥Í·sªº²Ó­M´À´«¦º¤`ªº²Ó­M¡C
When the skin is damaged, cells underneath the epidermis divide actively to replace the dead ones.

¦P®É¡A·s§Î¦¨ªº²Ó­M·|³vº¥¨¤¤Æ¥¢®Ö§Î¦¨«OÅ@¼h¡A¥Ö½§«ì´_§¹¾ã¡C
These new cells gradually keratinize and lose their nuclei, reforming the protective layer.

¦å²G´`Àô¥ç·|¥[§Ö¡A¥H´£¨Ñ®ñ®ð©M¾i¤À¡A«P¶i²Ó­M¤Àµõ¡C
Blood flow also increases to deliver oxygen and nutrients, speeding up cell regeneration.

¦]¦¹(1)¦³µ·¤Àµõ¡B(2)²Ó­M¤À¤Æ¡B(3)¦å²G¨ÑÀ³¼W¥[¤TªÌ§¡·|µo¥Í¡C
Therefore, all (1) mitosis, (2) cell differentiation, and (3) increased blood supply occur.

?? ¦Ò¸Õ´£¿ô¡G
¡u­×´_¤T¨B¦±¡G¤Àµõ¡÷¤À¤Æ¡÷¨Ñ¾i¡C¡v
Skin repair follows division ¡÷ differentiation ¡÷ increased supply.",
0350,"??²Ä50ÃD
?? °Ñ¦Òµª®×¡GB
?? ¸Ô²Ó¸ÑÄÀ¡G
·í¥Íªø¯À¿@«×¤¶©ó?10???»P?10???ppm?¤§¶¡®É¡A®Ú»P²ôªº¥Íªø¬Ò¨ü¨ë¿E¡C
When auxin concentration is between?10???and?10???ppm, growth of both roots and shoots is stimulated.

¿@«×¤Ó§C®ÉµL¨¬°÷¨ë¿E¡A¤Ó°ª®É·|§í¨î®Úªº¥Íªø¡Aªí²{¥X¡u§C«P°ª§í¡vªº®ÄÀ³¡C
Concentrations below this range lack sufficient stimulation, while overly high concentrations inhibit root growth ¡X a ¡§low-promote, high-inhibit¡¨ effect.

¿ï¶µA¿@«×¤Ó§C¡BC¹L°ª¡BD¥]¬A·|§í¨î¥Íªøªº¿@«×½d³ò¡C
Option?A?is too low,?C?is too high,?D?covers both promoting and inhibiting ranges.

?? ¦Ò¸Õ´£¿ô¡G
¡u¥Íªø¯À¾A¤¤¤~«P¥Íªø¡A¿@«×¤Ó°ª¤Ï§í®Ú¡C¡v
Moderate auxin promotes growth, high auxin inhibits roots.??²Ä50ÃD
?? °Ñ¦Òµª®×¡GB
?? ¸Ô²Ó¸ÑÄÀ¡G
·í¥Íªø¯À¿@«×¤¶©ó?10???»P?10???ppm?¤§¶¡®É¡A®Ú»P²ôªº¥Íªø¬Ò¨ü¨ë¿E¡C
When auxin concentration is between?10???and?10???ppm, growth of both roots and shoots is stimulated.

¿@«×¤Ó§C®ÉµL¨¬°÷¨ë¿E¡A¤Ó°ª®É·|§í¨î®Úªº¥Íªø¡Aªí²{¥X¡u§C«P°ª§í¡vªº®ÄÀ³¡C
Concentrations below this range lack sufficient stimulation, while overly high concentrations inhibit root growth ¡X a ¡§low-promote, high-inhibit¡¨ effect.

¿ï¶µA¿@«×¤Ó§C¡BC¹L°ª¡BD¥]¬A·|§í¨î¥Íªøªº¿@«×½d³ò¡C
Option?A?is too low,?C?is too high,?D?covers both promoting and inhibiting ranges.

?? ¦Ò¸Õ´£¿ô¡G
¡u¥Íªø¯À¾A¤¤¤~«P¥Íªø¡A¿@«×¤Ó°ª¤Ï§í®Ú¡C¡v
Moderate auxin promotes growth, high auxin inhibits roots.",
0351,"??²Ä51ÃD
?? °Ñ¦Òµª®×¡GD
?? ¸Ô²Ó¸ÑÄÀ¡G
®Úªº¤@°¼¶î¤W?10???ppm?¥Íªø¯À«á¡A¸Ó°¼¥Íªø¨ü¨ì§í¨î¡A¦Ó¥¼¶îªº¤@°¼«hºû«ù¥¿±`©Î²¤§Öªº©µªø¡C
When one side of the root is given?10???ppm?auxin, growth on that side is inhibited, while the uncoated side elongates faster.

µ²ªG®Ú³¡¦V¤WÅs¦±¡AÅã¥Ü³»°¼²Ó­Mªº¥Íªø²v§C©ó©³°¼¡C
The root thus bends upward (away from the treated side), showing that cells on the upper side grow slower than those below.

¦]¹êÅç¦b¶Â·t¤¤¶i¦æ¡A±Æ°£¤F¦V¥ú©Ê¼vÅT¡AÅs¦±¥u»P¥Íªø¯À¿@«×¤À§G¦³Ãö¡C
Since the experiment was carried out in darkness, phototropism is excluded; the bending is solely due to auxin distribution.

¿ï¶µA¶È´£¤ô¥­©µªø¡A¥¼¸ÑÄÀÅs¦±¡F
B¿ù¦b¦ÛµMª¬ªp¤U¤~¦³¦V¦a©Ê¡F
C¿ù¦b®ÚµL¥ú½u¨ë¿E¤U¤´¥iÅã¥ÜÅs¦±¡C
Option?A?describes only elongation;
B?is about natural geotropism, not this setup;
C?wrongly assumes roots need light to bend.

?? ¦Ò¸Õ´£¿ô¡G
¡u®Ú°ª¿@«×¥Íªø¯À¡÷§í¨î¡÷¦V¤WÅs¡C¡v
High auxin on one root side inhibits growth ¡÷ root bends upward.??²Ä51ÃD
?? °Ñ¦Òµª®×¡GD
?? ¸Ô²Ó¸ÑÄÀ¡G
®Úªº¤@°¼¶î¤W?10???ppm?¥Íªø¯À«á¡A¸Ó°¼¥Íªø¨ü¨ì§í¨î¡A¦Ó¥¼¶îªº¤@°¼«hºû«ù¥¿±`©Î²¤§Öªº©µªø¡C
When one side of the root is given?10???ppm?auxin, growth on that side is inhibited, while the uncoated side elongates faster.

µ²ªG®Ú³¡¦V¤WÅs¦±¡AÅã¥Ü³»°¼²Ó­Mªº¥Íªø²v§C©ó©³°¼¡C
The root thus bends upward (away from the treated side), showing that cells on the upper side grow slower than those below.

¦]¹êÅç¦b¶Â·t¤¤¶i¦æ¡A±Æ°£¤F¦V¥ú©Ê¼vÅT¡AÅs¦±¥u»P¥Íªø¯À¿@«×¤À§G¦³Ãö¡C
Since the experiment was carried out in darkness, phototropism is excluded; the bending is solely due to auxin distribution.

¿ï¶µA¶È´£¤ô¥­©µªø¡A¥¼¸ÑÄÀÅs¦±¡F
B¿ù¦b¦ÛµMª¬ªp¤U¤~¦³¦V¦a©Ê¡F
C¿ù¦b®ÚµL¥ú½u¨ë¿E¤U¤´¥iÅã¥ÜÅs¦±¡C
Option?A?describes only elongation;
B?is about natural geotropism, not this setup;
C?wrongly assumes roots need light to bend.

?? ¦Ò¸Õ´£¿ô¡G
¡u®Ú°ª¿@«×¥Íªø¯À¡÷§í¨î¡÷¦V¤WÅs¡C¡v
High auxin on one root side inhibits growth ¡÷ root bends upward.",
0352,"?? ²Ä52ÃD
?? °Ñ¦Òµª®×¡GD
?? ¸Ô²Ó¸ÑÄÀ¡G
¦b¹Lµ{(4)¤¤¡A¤gÄ[¤¤ªºµv»ÄÆQ³Q¤Ïµv¤Æ²Óµß¤À¸Ñ¦¨®ðºA´á¡A¶h´²¨ì¤j®ð¤¤¡C
In process?(4), nitrates in the soil are converted by denitrifying bacteria into nitrogen gas, which escapes into the atmosphere.

³o·|¾É­P´á¯À¥Ñ¤gÄ[¤¤¬y¥¢¡A´î§C¤gÄ[ªºªÎ¤O¡C
This causes nitrogen loss from the soil and lowers its fertility.

(1) ¬°©T´á§@¥Î¡A¥i¼W¥[¤gÄ[´á§t¶q¡F(2) ¤À¸Ñ¦³¾÷ª«ÄÀ©ñ®ò¡F(3) ¥Ñµv¤Æ§@¥Î²£¥Íµv»ÄÆQ¡A¬Ò¤£·|´îªÎ¤O¡C
Processes?(1),?(2),?and?(3)?either fix or recycle nitrogen within soil, increasing fertility instead of lowering it.

?? ¦Ò¸Õ´£¿ô¡G
¡u¤Ïµv¤Æ¡×´á°k¶h¡×ªÎ¤O¤U­°¡C¡v
Denitrification?¡÷?nitrogen loss, fertility drop.",
